id	name	serijos_nr	photo	description	client_name_id
11	H3406	SX42BJQ7UG	baldai/H3406_38.png	<p>The deep and strikingly brushed Mountain Larch represents the natural finish of softwood. H3406 Anthracite Mountain Larch has a warmer, dark grey tone with slightly auburn elements. Thanks to the darker colour scheme, ST38 Feelwood Pinegrain has an even stronger effect and provides the decor with an original character both from a texture and a visual point of view.</p>	4
12	H3408	DK59DII2NM	baldai/H3408_38.png	<p>The deep and strikingly brushed Mountain Larch represents the natural finish of softwood. H3408 Thermo Brown Mountain Larch replicates the colour of thermally treated, rustic wood and works well in combination with black accents. Thanks to the darker colour scheme ST38 Feelwood Pinegrain has a stronger effect and provides the decor with an original character both from a texture and a visual point of view.', 'With accent edging H8906 Three Layer Thermo Brown, you can create the look of a solid blockboard. This variant is colour-matched to decor H3408 Thermo-Brown Mountain Larch.</p>	4
13	H3409	DW70WSH0IC	baldai/H3409_38.png	<p>H3409 Natural Mountain Larch has the classic, yellowish natural colour of a freshly cut larch. The coarse and original look appears light and modern at the same time. With ST38 Feelwood Pinegrain the distinctive softwood texture also becomes tangible.', 'With accent edging H8913 Three Layer Mountain Larch, you can create the look of a solid blockboard. This variant is colour-coordinated with decor H3409 Natural Mountain Larch.</p>	4
14	H1250	RQ23JUT8YV	baldai/H1250_36.png	<p>H1250 Navarra Ash impresses with its clear grain, which can be felt through the striking feel of ST36 Feelwood Brushed. Its light sand colour allows the decor to be integrated into many designs in a fresh and timeless manner. Light and natural, it is suitable for designing pharmacies, doctors' surgeries or shops.</p>	4
15	H1377	UY52IUU7KT	baldai/H1377_36.png	<p>H1377 Sand Orleans Oak works well in subtle applications where the woodgrain should not take centre stage. The light pore allows combinations with white decors. This decor also combines well with grey materials and uni colours. ST36 Feelwood Brushed adds to the reserved decor image with a deep feel that is a good match for the brushed character of the oak.</p>	4
16	H1379	AG31IEH1UL	baldai/H1379_36.png	<p>The uniform look of H1379 Brown Orleans Oak is ideal for subtle applications, where the woodgrain does not lead the design. The light pore allows combinations with white decors, and combines well with grey materials and uni colours. ST36 Feelwood Brushed adds a strikingly deep feel that perfectly matches the brushed character of the oak.</p>	4
17	H3154	VD10BTS5EW	baldai/H3154_36.png	<p>The colour intensity of the H3154 Dark Brown Charleston Oak is reminiscent of walnut. The naturalness of this reproduction is expressed in the striking switch between light and dark areas. ST36 Feelwood Brushed makes the decor feel like a handcrafted freshly sanded surface.</p>	4
18	H1142	MB83EQJ0BB	baldai/H1142_36.png	<p>H1142 Brown Sacramento Oak is elegant yet rough. The light linear design can be used in a variety of ways thanks to the soft colour gradients, which have a neutral effect even on small areas. It can easily be combined with a neutral uni palette. ST36 Feelwood Brushed creates a brushed feel that gives the decor authenticity and character.</p>	4
19	H1143	HH42HCY8EI	baldai/H1143_36.png	<p>H1143 Grey Sacramento Oak is elegant yet rough. The light linear design can be used in a variety of ways thanks to the soft colour gradients, which have a neutral effect even on small areas. It can easily be combined with a neutral uni palette and colour accents in muted red and blue. ST36 Feelwood Brushed creates a brushed feel that gives the decor authenticity and character.</p>	4
20	H3359	NP71YVV5YK	baldai/H3359_32.png	<p>Soft knots and gradient dark elements give H3359 Light Natural Davenport Oak a slightly rustic character. This new authentic woodgrain decor is easy to combine. The slightly brushed-out character is also noticeable through ST32 Feelwood Vintage. The natural light colour can be combined with many modern, neutral colours. Combinations with more intense but muted uni colours are also possible.', 'End-grain edging provides a realistic finish for authentic decors. Feelwood decors with a synchronised surface texture appear to be solid wood with this edging. The Q3359 variant is colour-coordinated with the decor H3359 Natural Light Davenport Oak.</p>	4
21	H1344	KK44HKN5TB	baldai/H1344_32.png	<p>H1344 Cognac Brown Sherman Oak shows a rustic oak reproduction with used effects enhanced by ST32 Feelwood Vintage. The cognac brown colour scheme is a classic for rustic naturalness, which can create an exciting contrast to modern neutral uni colours. Matching laminate flooring is available for this decor.', 'End-grain edging provides a realistic finish for authentic decors. Feelwood decors with a synchronised surface texture appear to be solid wood with this edging. The accent edging Q1344 is colour-coordinated with the decor H1344 Cognac Brown Sherman Oak .</p>	4
22	H1346	EW61ESS6ZT	baldai/H1346_32.png	<p>H1346 Anthracite Sherman Oak shows a rustic oak reproduction with used effects. The anthracite colour scheme picks up on the design theme of black to burnt-looking woods in combination with ST32 Feelwood Vintage. Matching laminate flooring is available for this decor.</p>	4
23	H3311	GK55QWY6BT	baldai/H3311_28.png	<p>H3311 Bleached Cuneo Oak has a natural finish due to the softly integrated sapwood elements and fine knots. It appears less rustic and more timeless. This character is enhanced by ST28 Feelwood Nature. The colour play of the grain between sand-coloured and greyish wood tones makes it very easy to combine.', 'H3311 Bleached Cuneo Oak has a natural finish due to the softly integrated sapwood elements and fine knots. It appears less rustic and more timeless. TM28 PerfectSense Feelwood Nature Matt enhances the natural character through the combination of synchronicity and a matt look and feel. Anti-fingerprint properties improve the usage properties and enables many other applications in public interior design.', 'H3311 Bleached Cuneo Oak has a natural finish due to the softly integrated sapwood elements and fine knots. It appears less rustic and more timeless. The colour play of the grain between sand-coloured and greyish wood tones makes it easy to combine. The laminate used for this decor is TM12 PerfectSense Omnipore Matt. This natural, matt wood pore look with a velvety-matt feel offers anti-fingerprint properties and improves the usage and application possibilities in public interior design.</p>	4
24	H3311	RO83QGI3CK	baldai/H3311_TM28.png	<p>H3311 Bleached Cuneo Oak has a natural finish due to the softly integrated sapwood elements and fine knots. It appears less rustic and more timeless. This character is enhanced by ST28 Feelwood Nature. The colour play of the grain between sand-coloured and greyish wood tones makes it very easy to combine.', 'H3311 Bleached Cuneo Oak has a natural finish due to the softly integrated sapwood elements and fine knots. It appears less rustic and more timeless. TM28 PerfectSense Feelwood Nature Matt enhances the natural character through the combination of synchronicity and a matt look and feel. Anti-fingerprint properties improve the usage properties and enables many other applications in public interior design.', 'H3311 Bleached Cuneo Oak has a natural finish due to the softly integrated sapwood elements and fine knots. It appears less rustic and more timeless. The colour play of the grain between sand-coloured and greyish wood tones makes it easy to combine. The laminate used for this decor is TM12 PerfectSense Omnipore Matt. This natural, matt wood pore look with a velvety-matt feel offers anti-fingerprint properties and improves the usage and application possibilities in public interior design.</p>	4
25	H3317	QC46KBT7DT	baldai/H3317_28.png	<p>H3317 Brown Cuneo Oak has a natural finish due to the softly integrated sapwood elements and fine knots. It appears less rustic and more timeless. Its character is enhanced by ST28 Feelwood Nature. The colour play of the grain between honey-coloured and greyish wood tones makes it very easy to combine.</p>	4
26	H3309	YJ32WYC3WL	baldai/H3309_28.png	<p>The Gladstone Oak decor series is an authentic looking, classically planked oak. Its deep sandblasted decor image is generated by ST28 Feelwood Nature among others. This allows furniture and interiors to be designed with an authentic solid wood look and retain the robust usage properties of a coated wood-based material. The natural colour scheme of H3309 Sand Gladstone Oak is very versatile and timeless. Matching laminate flooring is available for this decor.</p>	4
27	H3326	GX36DTB1VZ	baldai/H3326_28.png	<p>The Gladstone Oak decor series is an authentic looking, classically planked oak. Its deep sandblasted decor image is generated by ST28 Feelwood Nature among others. This allows furniture and interiors to be designed with an authentic solid wood look, while retaining the robust usage properties of a coated wood-based material. The modern colour scheme of H3326 Grey-Beige Gladstone Oak makes combinations with all grey decor look very coordinated. Colour coordinating laminate flooring is available for this decor.</p>	4
28	H3325	WG61ILU6MR	baldai/H3325_28.png	<p>The Gladstone Oak decor series is an authentic looking, classically planked oak. Its deep sandblasted decor image is enhanced by ST28 Feelwood Nature. This allows furniture and interiors to be designed with an authentic solid wood look and retain the robust usage properties of a coated wood-based material. The elegant colour scheme of H3325 Tobacco Gladstone Oak looks good with metallic materials or in contrast with white.</p>	4
29	H3342	VE62SPH1QW	baldai/H3342_TM28.png	<p>The Gladstone Oak decor series is an authentic looking, classically planked oak. H3342 Sepia Gladstone Oak mixes a dark elegance with a modern grey shimmer, so combinations with grey and white are possible. TM28 PerfectSense Feelwood Nature Matt perfects the natural character through the combination of synchronicity and a matt look and feel. Anti-fingerprint properties additionally improves the usage and application possibilities in interior design.', 'The Gladstone Oak decor series is an authentic looking, classically planked oak. H3342 Sepia Gladstone Oak mixes a dark elegance with a modern grey shimmer, so combinations with grey and white are possible. The texture used for this decor is TM12 PerfectSense Omnipore Matt. This natural, matt wood pore look with a pleasant velvety-matt feel offers anti-fingerprint properties increasing the usage and application possibilities in interior design.</p>	4
30	H3342	UJ48MDD4GU	baldai/H3342_TM12.png	<p>The Gladstone Oak decor series is an authentic looking, classically planked oak. H3342 Sepia Gladstone Oak mixes a dark elegance with a modern grey shimmer, so combinations with grey and white are possible. TM28 PerfectSense Feelwood Nature Matt perfects the natural character through the combination of synchronicity and a matt look and feel. Anti-fingerprint properties additionally improves the usage and application possibilities in interior design.', 'The Gladstone Oak decor series is an authentic looking, classically planked oak. H3342 Sepia Gladstone Oak mixes a dark elegance with a modern grey shimmer, so combinations with grey and white are possible. The texture used for this decor is TM12 PerfectSense Omnipore Matt. This natural, matt wood pore look with a pleasant velvety-matt feel offers anti-fingerprint properties increasing the usage and application possibilities in interior design.</p>	4
31	H3311	BK58CZS0UT	baldai/H3311_TM12.png	<p>H3311 Bleached Cuneo Oak has a natural finish due to the softly integrated sapwood elements and fine knots. It appears less rustic and more timeless. This character is enhanced by ST28 Feelwood Nature. The colour play of the grain between sand-coloured and greyish wood tones makes it very easy to combine.', 'H3311 Bleached Cuneo Oak has a natural finish due to the softly integrated sapwood elements and fine knots. It appears less rustic and more timeless. TM28 PerfectSense Feelwood Nature Matt enhances the natural character through the combination of synchronicity and a matt look and feel. Anti-fingerprint properties improve the usage properties and enables many other applications in public interior design.', 'H3311 Bleached Cuneo Oak has a natural finish due to the softly integrated sapwood elements and fine knots. It appears less rustic and more timeless. The colour play of the grain between sand-coloured and greyish wood tones makes it easy to combine. The laminate used for this decor is TM12 PerfectSense Omnipore Matt. This natural, matt wood pore look with a velvety-matt feel offers anti-fingerprint properties and improves the usage and application possibilities in public interior design.</p>	4
32	H3180	PS37MMP7US	baldai/H3180_TM12.png	<p>H3180 Brown Halifax Oak is reminiscent of colonial styles. Above all, the dark cracks characteristic of the Halifax Oak offer good combination possibilities with the design theme Black. Thanks to the XL repeat, i.e. reduced repetition of the cracks in the decor image, it can also be used on large surfaces. TM37 PerfectSense Feelwood Rift Matt perfects the natural character by combining noticeable cracks with a matt look and feel. The anti-fingerprint property additionally improves the usage properties, especially for such dark woodgrain decors, and thus enables many other possible applications in public interior design.', 'The dark brown colour of H3180 Brown Halifax Oak is reminiscent of colonial styles. The dark cracks characteristic of the Halifax Oak series offer good combinations with the design theme Black. Thanks to the XL repeat, i.e. reduced repetition of cracks in the decor image, it can also be used on large surfaces. As a laminate, this decor features TM12 PerfectSense Omnipore Matt. This natural, matt wood pore look with a velvety-matt feel offers anti-fingerprint properties which improves the usage properties and application possibilities of dark woodgrain decors in public interior design.</p>	4
33	H3041	XW32AIQ3BN	baldai/H3041_TM12.png	<p>Exotic wood types are becoming more timeless, such as in H3041 Natural Eucalyptus. The naturalness in this exotic decor offers a contemporary stylishness. TM12 PerfectSense Omnipore Matt gives the decor a natural, matt wood pore look with an inviting velvety-matt feel. Its anti-fingerprint properties offer more versatile use of dark woodgrains, widening interior design possibilities.</p>	4
34	H1227	LT92PMG8JF	baldai/H1227_TM12.png	<p>H1227 Brown Abano Ash is an elegant ash reproduction that reflects the trend for dark woodgrains. Different widths of growth rings and hints of florets lend the decor its restrained natural finish. The subtle colours in this dark wood are special and make it well suited as combinations with black. TM12 PerfectSense Omnipore Matt lacquer surface gives the decor a natural, matt wood pore look with a velvety-matt feel. Anti-fingerprint properties improve the usage for dark woodgrain decors and enables many other applications in interior design.</p>	4
35	H1228	NN38KTH8EY	baldai/H1228_TM12.png	<p>H1228 Anthracite Abano Ash is an elegant ash reproduction that reflects the trend of dark woodgrain decors. Different widths of growth rings and hints of florets lend the decor its restrained naturalness. The anthracite shade and the subtle colour play in this dark wood are well suited as combinations with black. The TM12 PerfectSense Omnipore Matt lacquer surface gives the decor a natural, matt wood pore look with a pleasant velvety-matt feel. Anti-fingerprint properties improve the usage properties for such dark woodgrain decors and thus enables many other applications in interior design.</p>	4
36	H1204	KU41FDY2ZX	baldai/H1204_TM22.png	<p>H1204 Light Natural Lugano Ash is a linear ash reproduction, which looks very elegant and reserved, and has a natural appearance thanks to the pore pattern and the slightly cut floret pattern. Among other things, the fresh, light natural colour tone is very suitable for newly simplistic designs. TM22 PerfectSense Deepskin Linear Matt enhances the natural character, combining a deep brushed feel with a soft and matt look. This surface also gives the decor an anti-fingerprint property.</p>	4
37	H180	XE40KGN3BC	baldai/H180_86.png	<p>H180 Natural Halifax Oak Horizontal is the same-colour transversal variant of H1180 Natural Halifax Oak. With its distinctive cracks and knots, it ensures a natural and authentic look in modern door design. It works very well in combinations with modern materials, such as metal, glass and stone. It can also be used on large surfaces thanks to the XL repeat, which means less repetition of cracks in the decor image. Colour coordinating laminate flooring is available for this decor.</p>	4
38	H193	YE65HED8GX	baldai/H193_12.png	<p>Butcher block looks are a popular choice, especially for worktops. The narrow planking makes them look elegant, but still shows craftsmanship. H193 Oak Butcherblock has a variety of rustic elements, typical of oak. In its slightly greyed-out natural tone it is not too busy. It combines well with light and dark uni colours and material decors. ST12 Omnipore Matt gives this walnut a naturally elegant character.</p>	4
39	H194	JW83LFZ0BV	baldai/H194_12.png	<p>Butcher block looks are a popular choice, especially for worktops. The narrow planking makes them look elegant, but still shows craftsmanship. H194 Walnut Butcherblock mixes elegant sections and rustic elements to give a modern and lively appearance. ST12 Omnipore Matt gives this walnut a naturally elegant character.</p>	4
40	H305	SF70NGS4NQ	baldai/H305_12.png	<p>H305 Natural Tonsberg Oak recreates the look of industrial parquet. This decor has the linear appearance of joined wood slats in an easy-to-process format and easy-care surface properties. The elegant wood character is emphasised by ST12 Omnipore Matt. The light natural nuance combines well with warm taupe tones.</p>	4
41	H307	UB53CCC4UE	baldai/H307_G4.png	<p>H307 Brown Warmia Walnut Horizontal is the same-colour horizontal variant of H1307 Warmia Walnut and shows a warm colour tone that can be combined very well with the trend theme Black. The soft pore pattern in combination with small rustic details provides an elegant naturalness. STG4 Deepskin Excellent Horizontal matt-gloss emphasises its elegant, natural woodgrain.</p>	4
42	H309	RW31TWK3AT	baldai/H309_12.png	<p>H309 Brown Tonsberg Oak recreates the look of industrial parquet. This decor has the linear appearance of joined wood slats in an easy-to-process format and easy-care surface properties. The elegant wood character is emphasised by the ST12 Omnipore Matt.</p>	4
43	H357	MD41KVS1TH	baldai/H357_G4.png	<p>H357 Vicenza Oak Horizontal is the same-colour transversal variant of H3157 Vicenza Oak. It is an elegant version with a striking grain orientation. The discreet colour play and the slight grey content give the decor a very modern appearance. STG4 Deepskin Excellent Horizontal matt-gloss emphasises its elegant, natural woodgrain.</p>	4
44	H358	TI59EDL8QJ	baldai/H358_G4.png	<p>H358 Grey Vicenza Oak Horizontal is the same-colour transversal variant of H3158 Grey Vicenza Oak. It is an elegant version with a striking grain orientation. This through-coloured version is suitable for modern designs, as it combines very well with a wide range of uni decors. STG4 Deepskin Excellent Horizontal emphasises its elegant, natural woodgrain.</p>	4
45	H433	YT75YBT5LP	baldai/H433_86.png	<p>H433 Polar Aland Pine Horizontal is the same-colour transverse variant of H3433 Polar Aland Pine. In this way, this natural pine, with its fine linear grain, can also be used as a transversal variant for doors. ST86 Deepskin Legno Horizontal, the linear wood character is visually and tactically emphasised.</p>	4
46	H1113	DV48GIH5HT	baldai/H1113_10.png	<p>H1113 Brown Kansas Oak is an authentic rough oak with cracks and striking knots in a medium-brown that includes both grey and red colour elements. It works well in combinations with colours from this segment. The light pore creates a very coordinated look with beige and white decors. ST10 Deepskin Rough turns the rough character of this oak into something you can feel.</p>	4
47	H1133	UG04QUN1YD	baldai/H1133_10.png	<p>H1133 Natural Hamilton Oak Horizontal is the same colour transversal variant of H3303 Natural Hamilton Oak. This authentic oak, with its dark inclusions and knots, can also be used as a transversal variant for doors. With its classical natural colour scheme, it is a special eye-catcher in contrast to pure white. It also works well for large surfaces in interior design, as the striking elements do not repeat so often thanks to the XL repeat. ST10 Deepskin Rough turns the rough character of this oak into something you can feel. Matching laminate flooring is available for this decor.</p>	4
48	H1145	TO50VEM8WU	baldai/H1145_10.png	<p>H1145 Natural Bardolino Oak with its rough-sawn elements looks more natural and handcrafted than a classic oak. This is also supported by ST10 Deepskin Rough. The colour tones fits well with beige, grey, brown and coloured accents. Combinations with white work well because of the light pore. Matching laminate flooring is available for this decor.</p>	4
49	H1146	ET73BIO0YN	baldai/H1146_10.png	<p>H1146 Grey Bardolino Oak with its rough-sawn elements look more natural and handcrafted than a classic oak. This is supported by ST10 Deepskin Rough. The grey colour tone goes well with many uni colours, grey stones and concretes. Combinations with white work well with the light pore.</p>	4
50	H1180	RR74KIX9NY	baldai/H1180_22.png	<p>H1180 Natural Halifax Oak fulfils the desire for nature and authenticity in the living space. It works well in combination with modern materials, such as metal, glass and stone. The dark crack in the decor image looks good in combination with black tones or "nearly black" decors. Its authentic character is popular in furniture and interior design. Thanks to the XL repeat, which means less repetition of cracks in the decor, it can also be used on large surfaces and is enhanced by ST37 Feelwood Rift. Colour coordinating laminate flooring is available for this decor.', 'H180 Natural Halifax Oak Horizontal is the same-colour transversal variant of H1180 Natural Halifax Oak. With its distinctive cracks and knots, it ensures a natural and authentic look in modern door design. It works very well in combinations with modern materials, such as metal, glass and stone. It can also be used on large surfaces thanks to the XL repeat, which means less repetition of cracks in the decor image. Colour coordinating laminate flooring is available for this decor.', 'H1180 Natural Halifax Oak fulfils the desire for nature and authenticity in the living space. It works well in combinations with modern materials, such as metal, glass and stone. The dark crack in the decor image looks good in combination with black tones or "nearly black" decors. Its authentic character is popular in furniture and interior design. It can also be used on large surfaces thanks to the XL repeat, which means less repetition of cracks in the decor. ST22 Deepskin Linear gives the decor a deep brushed feel. Matching laminate flooring is available for this decor.', 'End-grain edging provides a finish for decorative surfaces. EGGER Feelwood decors have a strikingly and genuine solid wood appearance with this edging. The Q1180 variant is colour-matched with the H1180 Natural Halifax Oak.</p>	4
51	H1199	ZF46BNZ7FF	baldai/H1199_12.png	<p>Thermo wood has a beautiful, natural colour play despite its dark colour scheme. H1199 Black-Brown Thermo Oak displays light and medium natural colours and works well in combination with white and beige tones, light uni colours and earthy colours. ST12 Omnipore Matt works well with dark decors in terms of look and feel.</p>	4
52	H1223	BN48XPD7XW	baldai/H1223_19.png	<p>With its natural lightness, H1223 Sevilla Ash is ideal for subtle additions to a design. ST19 Deepskin Excellent gives heightens the authentic look and feel by alternating between matt and gloss.</p>	4
53	H1225	HI37USV5KH	baldai/H1225_12.png	<p>H1225 Trondheim Ash is a white woodgrain decor with a light, grey colour play. Nordic, natural and light, it is ideal for surfaces that need to be unobtrusive but still have a woodgrain finish. The planked woodgrain is given a matt, natural feel with ST12 Omnipore Matt.', 'H1225 Trondheim Ash is a white woodgrain decor with a light, grey colour play. Nordic, natural and light, it is ideal for surfaces that need to be unobtrusive but still have a woodgrain finish. The rough look is supported by the ST10 Deepskin Rough surface texture.</p>	4
54	H1225	CI03CRL4LX	baldai/H1225_10.png	<p>H1225 Trondheim Ash is a white woodgrain decor with a light, grey colour play. Nordic, natural and light, it is ideal for surfaces that need to be unobtrusive but still have a woodgrain finish. The planked woodgrain is given a matt, natural feel with ST12 Omnipore Matt.', 'H1225 Trondheim Ash is a white woodgrain decor with a light, grey colour play. Nordic, natural and light, it is ideal for surfaces that need to be unobtrusive but still have a woodgrain finish. The rough look is supported by the ST10 Deepskin Rough surface texture.</p>	4
55	H1242	JE26YFW0LF	baldai/H1242_10.png	<p>H1242 Natural Sheffield Acacia shows a grain with reflective details and a large-cathedral pattern. The honey-coloured natural tone has a cosy and warm effect. It is reminiscent of the natural wood character of joined veneers and provides a timeless look in furniture and interior design. It can be used on large surfaces thanks to the XL repeat, which means less repetition of cracks in the decor. The natural character is supported by the rough feel of ST10 Deepskin Rough.</p>	4
56	H1277	HN50SFD7KT	baldai/H1277_9.png	<p>H1277 Light Lakeland Acacia is a natural, but neutral decor, that looks timeless on large surfaces. The light colour with slight grey content makes it look light and modern, and can be combined in a variety of ways with white tones, neutral colours, accent colours, and even black. ST9 Smoothtouch Matt is a neutral surface texture that enhances the balanced decor image in both look and feel.</p>	4
57	H1303	UK77DIJ5NM	baldai/H1303_12.png	<p>H1303 Brown Belmont Oak is a classic brown oak with black pores that make combinations with black look elegant. The planked texture is reminiscent of oaks of the 70s. The distinctive pores give the decor a deeply brushed appearance. The pores are additionally emphasised by ST12 Omnipore Matt.</p>	4
58	H1307	FH24ELD5SA	baldai/H1307_19.png	<p>H307 Brown Warmia Walnut Horizontal is the same-colour horizontal variant of H1307 Warmia Walnut and shows a warm colour tone that can be combined very well with the trend theme Black. The soft pore pattern in combination with small rustic details provides an elegant naturalness. STG4 Deepskin Excellent Horizontal matt-gloss emphasises its elegant, natural woodgrain.', 'H1307 Brown Warmia Walnut shows a warm brown tone with dark elements that can be combined with the trend theme black. The soft pore pattern combined with small rustic details creates a new, elegant naturalness. This is visually and tactically underlined by the matt-glossy wood character of ST19 Deepskin Excellent.</p>	4
59	H1312	CQ61ZPE3II	baldai/H1312_10.png	<p>H1312 Sand Beige Whiteriver Oak has a vintage character. With its white pore, combinations with white, light grey and accent colours are possible. ST10 Deepskin Rough gives the decor a naturally rough feel. Colour coordinating laminate flooring is available for this decor.</p>	4
60	H1313	OT83BBK6IF	baldai/H1313_10.png	<p>H1313 Grey Brown Whiteriver Oak has a vintage character. With its white pore, combinations with white, light grey and accent colours are possible. ST10 Deepskin Rough gives the decor a naturally rough feel.</p>	4
61	H1318	WE48TYR3VL	baldai/H1318_10.png	<p>The rustic appearance of H1318 Natural Wild Oak is created by strong dark knots and natural colour tone, pairing well with modern black accents. ST10 Deepskin Rough adds to its natural character. Matching laminate flooring is available for this decor.</p>	4
62	H1330	LC20YUC7EO	baldai/H1330_10.png	<p>H1330 Vintage Santa Fe Oak features the heavily planked oak, which shows clear signs of wear. It is suitable as an accent decor in furniture elements, as wall panelling and also as a worktop. It creates a lively contrasts to more discreet uni or material decors. The decor is supported by the XL repeat, because the decor has fewer repetitions in its overall appearance. Matching laminate flooring is available for this decor.</p>	4
